UID,District,Taluka,UC,Deh,Settlement,Latitude,Longitude,Sensitive,SMP,disp_uid,scheme_uid,infra_uid,school_uid,vill_2km_u,road_near,rd_osm_id,road_name,road_type,road_dist
"5644",Sujawal,Mirpur Bathoro,Mehar Shah,Relo,Allah Dino Mallah,"24.7137674","68.2140565",,NRSP,,,,15527-18283-18290-19744-19762,5563-5638-5639-5640-5641-5642-5643-5644-5852-5853,secondary,"75460757",,secondary,911.640791875794093
"5645",Sujawal,Shahbandar,Chuhar Jamali,Chuhar Jamali,Village Chutta Khan Jamali Ward No.02,"24.4067618","68.0018545",,NRSP,,,,,5645-5885-5886-5887-5888-5889,secondary,"417951322",,secondary,771.373803821542424
"5646",Sujawal,Shahbandar,Goongani,Ratol,Village Sidique Kandra,"24.4023297","67.9603883",,NRSP,,,,,5646-5890-5891-5892-5893-5894-5895-5896-5906,tertiary,"75573410",,tertiary,2094.360955306384767
"5647",Sujawal,Jati,Shah Kapoor,Lunda Muchara,Muhammad Tharani,"24.6057856","68.2981811",,NRSP,,,,,5647-5648-5649-5687-5694-5802-5806-5807-5808,secondary,"75583224",,secondary,243.934773025863223
"5648",Sujawal,Jati,Shah Kapoor,Bhoombhalo,Thaar Jat,"24.5940875","68.29451",,NRSP,,,,,5647-5648-5649-5808,secondary,"75583224",,secondary,173.071895209448854
"5649",Sujawal,Jati,Shah Kapoor,Bhoombhalo,Rab Dino Jat,"24.5908977","68.2908838",,NRSP,,,,,5647-5648-5649-5650-5808,secondary,"75583224",,secondary,102.305489276573994
"5650",Sujawal,Jati,Shah Kapoor,Bhoombhalo,Sodho Jat,"24.57649","68.290306",,NRSP,,,,15507-16787,5649-5650,secondary,"75583224",,secondary,210.163613337238218
"5651",Sujawal,Jati,Shah Kapoor,Pat Makra,Khamoo Samejo,"24.5202786","68.2774606",,NRSP,,,,,5651-5672-5723-5734-5735-5795,secondary,"75583224",,secondary,138.890331108874534
"5652",Sujawal,Sujawal,Mirzo Laghari,Dando,Ishaque Kocharyo,"24.6015276","68.1833972",,NRSP,,,,"19177",5574-5652,tertiary,"406944870",,tertiary,43.938741766167396
"5653",Sujawal,Sujawal,Keenjhar,Tando Alam,Rahib Amro,"24.5624701","68.0656264",,NRSP,,,,"18301",5624-5653-5778,secondary,"417951325",,secondary,131.563049250874997
"5654",Sujawal,Sujawal,Ghotaro,Ghotaro,Yar Mohammad Konjro,"24.5932844","68.1186726",,NRSP,,,,,"5654",primary,"406930398",,primary,1094.276533588257507
"5655",Sujawal,Mirpur Bathoro,Kandor,Kandor,Village Pir Mumtaz Ali Shah,"24.7623771","68.2180618",,NRSP,,,,18274-19390,5655-5656-5657-5658-5659,tertiary,"75460751",,tertiary,78.537899221159051
"5656",Sujawal,Mirpur Bathoro,Kandor,Kandor,Village Haji Muzaffar Bukero,"24.7547459","68.216742",,NRSP,,,,13342-19390-19396-19706,5655-5656-5657-5658-5659,tertiary,"75460751",,tertiary,820.533350567068283
"5657",Sujawal,Mirpur Bathoro,Kandor,Jarawah,Village Muhammad Qasim Bukero,"24.7494594","68.2138431",,NRSP,,,,13342-19396-19706,5655-5656-5657-5658-5659-5662,tertiary,"75460751",,tertiary,1462.359129143866767
"5658",Sujawal,Mirpur Bathoro,Kandor,Jarawah,Village Hashim Parhyar,"24.7467999","68.2120123",,NRSP,,,,19396-19706,5655-5656-5657-5658-5659-5662-5852-5853,tertiary,"75460751",,tertiary,1808.421938179130848
"5659",Sujawal,Mirpur Bathoro,Kandor,Jarawah,Village Sobhan Gado,"24.7549801","68.2141442",,NRSP,,,,13342-19396-19706,5655-5656-5657-5658-5659-5662,tertiary,"75460751",,tertiary,961.719044888121630
"5660",Sujawal,Mirpur Bathoro,Kandor,Araro,Village Haji Wahid Bux Khaskheli,"24.7644832","68.1897922",,NRSP,,,,18707-19671-19747,5660-5661-5662-5663-5664,tertiary,"75460751",,tertiary,1924.514735055522578
"5661",Sujawal,Mirpur Bathoro,Kandor,Jarawah,Village Muhammad Ramzan Khaskheli,"24.7599701","68.1918371",,NRSP,,,,16859-18707-19586-19671,5660-5661-5662-5663-5664,tertiary,"75460751",,tertiary,2142.784234671910326
"5662",Sujawal,Mirpur Bathoro,Kandor,Jarawah,Village Karim Dino Parhyar,"24.7537474","68.1964896",,NRSP,,,,16859-18707-19586,5657-5658-5659-5660-5661-5662-5663-5664,tertiary,"75460751",,tertiary,2316.496568477381970
"5663",Sujawal,Mirpur Bathoro,Kandor,Jarawah,Village Suleman Khaskheli,"24.7556721","68.1886954",,NRSP,,,,16859-18707-19586-19659,5660-5661-5662-5663-5664,tertiary,"75460751",,tertiary,2706.307141050294831
"5664",Sujawal,Mirpur Bathoro,Kandor,Parhyarki,Village Muhammad Ibrahim Chang,"24.7479235","68.1910941",,NRSP,,,,16859-19659,5660-5661-5662-5663-5664,tertiary,"75460751",,tertiary,3160.579824433862996
"5665",Sujawal,Jati,Shah Kapoor,Chach Dars,Usman Mallah,"24.5836687","68.2387153",,NRSP,,,,,5665-5666-5667-5797,primary,"406937365",,primary,2043.755981617323414
"5666",Sujawal,Jati,Shah Kapoor,Sahibane Jagir,Walji Kohli,"24.5828025","68.2468766",,NRSP,,,,,5665-5666-5667-5668-5797-5798,primary,"406937365",,primary,2403.864563767622712
"5667",Sujawal,Jati,Shah Kapoor,Sahibane Jagir,Khanoo Kohli,"24.5805496","68.2565873",,NRSP,,,,"16792",5665-5666-5667-5668-5797-5798,primary,"406937365",,primary,3126.106623936056621
"5668",Sujawal,Jati,Shah Kapoor,Sahibane Jagir,Hakeem Jat,"24.5831917","68.2643149",,NRSP,,,,"16792",5666-5667-5668-5797-5798,secondary,"75583224",,secondary,2521.905393201214338
"5669",Sujawal,Shahbandar,Chuhar Jamali,Dootri,Village Rahib Otho,"24.3963011","68.02939",,NRSP,,,,,"5669",secondary,"680199609",,secondary,2245.479052462796517
"5670",Sujawal,Shahbandar,Ladiun,Damria,Village Suleman Samejo,"24.3364972","68.0516648",,NRSP,,,,"16901",5670-5701-5702-5703-5704-5705-5726,tertiary,"406567329",,tertiary,56.042529277423611
"5671",Sujawal,Jati,Gul Muhammad Baran,Pat Makra,Haji Lakha Dino Hingorjo,"24.5322004","68.2575954",,NRSP,,,,,5671-5733-5734-5735-5754-5756-5757-5795-5796,secondary,"75583224",,secondary,2061.003181055170444
"5672",Sujawal,Jati,Begna,Minki,Haji Rab Dino Jat,"24.5083263","68.2918824",,NRSP,,,,,5651-5672-5723,secondary,"75583224",,secondary,1761.384020904175713
"5673",Sujawal,Jati,Begna,Tambo,Aamoon Mallah,"24.418942","68.257183",,NRSP,,,,,5673-5712-5713,secondary,"406623483",,secondary,84.956059814300531
"5674",Sujawal,Mirpur Bathoro,Mehar Shah,Bhampto,Village Abdullah Kharrak,"24.7330701","68.2382984",,NRSP,,,,19587-19702,5594-5674-5675-5676-5677-5844-5855,tertiary,"75460751",,tertiary,1356.299945294124200
"5675",Sujawal,Mirpur Bathoro,Mehar Shah,Mirpur Bathoro,Village Jaffar Kharrak,"24.7331377","68.2349691",,NRSP,,,,19587-19702,5674-5675-5676-5677-5855,tertiary,"75460751",,tertiary,1558.550090209284463
"5676",Sujawal,Mirpur Bathoro,Mehar Shah,Bhampto,Village Biloo Panhwar,"24.733767","68.2315376",,NRSP,,,,19587-19702,5674-5675-5676-5853-5855,tertiary,"75460751",,tertiary,1718.139367602203720
"5677",Sujawal,Mirpur Bathoro,Mehar Shah,Mirpur Bathoro,Village Ibrahim Bhurgari,"24.7355902","68.2513017",,NRSP,,,,14758-15533-16855-18253-18295,5674-5675-5677-5844-5845-5855,tertiary,"75460751",,tertiary,322.147829448113555
"5678",Sujawal,Sujawal,Mirzo Laghari,Abad Pancho,Photo Photani,"24.5752801","68.1755916",,NRSP,,,,,5633-5678,unclassified,"715598234",,unclassified,80.684564381545741
"5679",Sujawal,Jati,Begna,Khersar,Qaisar Kohli,"24.4381333","68.2387333",,NRSP,,,,"16789",5679-5715,residential,"404250069",,residential,34.049836738968771
"5680",Sujawal,Jati,Begna,Dandho,Ali Muhammad Jat,"24.4308245","68.2104534",,NRSP,,,,"14737",5680-5682-5715,tertiary,"406629909",,tertiary,1936.098263402081784
"5681",Sujawal,Jati,Begna,Dandho,Jeyandh  Jat,"24.45105","68.2160033",,NRSP,,,,,5681-5682-5683-5715,secondary,"406626456",,secondary,1273.137016014808978
"5681",Sujawal,Jati,Begna,Dandho,Jeyandh  Jat,"24.45105","68.2160033",,NRSP,,,,,5681-5682-5683-5715,secondary,"680192389",,secondary,1273.137016014808978
"5682",Sujawal,Jati,Begna,Dandho,Faiz Muhammad Jat,"24.4438529","68.2187154",,NRSP,,,,"18242",5680-5681-5682-5715,secondary,"680192389",,secondary,1610.975232206026021
"5683",Sujawal,Jati,Begna,Dandho,Haji Lakha Dino Jat,"24.465216","68.2209977",,NRSP,,,,"16784",5681-5683,secondary,"406626456",,secondary,163.256321329030868
"5683",Sujawal,Jati,Begna,Dandho,Haji Lakha Dino Jat,"24.465216","68.2209977",,NRSP,,,,"16784",5681-5683,secondary,"680192389",,secondary,163.256321329030868
"5684",Sujawal,Mirpur Bathoro,Darya Khan Soho,Chelryoun,Village Kamal Jat,"24.6249614","68.2530074",,NRSP,,,,"19144",5684-5685-5842,tertiary,"406930407",,tertiary,158.259466552033274
"5685",Sujawal,Mirpur Bathoro,Darya Khan Soho,Chelryoun,Village Haji Alu Jat,"24.6213786","68.2711302",,NRSP,,,,"19593",5684-5685-5686-5782,primary,"406933354",,primary,443.856286424911332
"5686",Sujawal,Mirpur Bathoro,Darya Khan Soho,Babri,Village Muhammad Juman Jat,"24.6137433","68.26866",,NRSP,,,,,5685-5686-5714-5782,service,"406930410",,service,265.507240784563692
"5687",Sujawal,Mirpur Bathoro,Darya Khan Soho,Babri,Village Haji Dawood Parhyar,"24.61054","68.3064285",,NRSP,,,,,5647-5687-5694-5697-5802-5804-5806-5807-5808,primary,"406933372",,primary,1056.485336462828172
"5688",Sujawal,Mirpur Bathoro,Darya Khan Soho,Loonia,Village Haji Abdul Karim Brohi,"24.6377011","68.3771636",,NRSP,,,,"19389",5688-5689-5690,primary,"75765948",,primary,272.383760162833084
"5689",Sujawal,Mirpur Bathoro,Darya Khan Soho,Loonia,Village Umar Khokhar,"24.6261528","68.3771739",,NRSP,,,,,5688-5689-5690-5698,primary,"75765948",,primary,898.264009004448440
"5690",Sujawal,Mirpur Bathoro,Darya Khan Soho,Loonia,Village Muhammad Juman Bhutto,"24.6304674","68.3803454",,NRSP,,,,"19389",5688-5689-5690,primary,"75765948",,primary,589.779386088799583
"5691",Sujawal,Mirpur Bathoro,Darya Khan Soho,Loonia,Village Muhammad Umar Kumbhar,"24.6177652","68.3542271",,NRSP,,,,"16830",5691-5698-5699-5700,primary,"75765948",,primary,1050.957123453105851
"5692",Sujawal,Jati,Mughalbeen,Lakhi,Village Qasim Samejo,"24.3501265","68.2724149",,NRSP,,,,13784-16801-16806-18252-18267-18693,5622-5632-5692-5763,secondary,"406471154",,secondary,200.689354024496936
"5693",Sujawal,Shahbandar,Chach Jahan Khan,Kherdahi,Village Muhammad Haroon Chawro,"24.3178088","68.0622584",,NRSP,,,,9401-14767,5693-5702-5703-5704-5874-5876-5877,secondary,"406824587",,secondary,197.042901257924939
"5694",Sujawal,Mirpur Bathoro,Darya Khan soho,Babri,Janu chadani,"24.6206603","68.3052193",,NRSP,,,,"16831",5647-5687-5694-5695-5696-5697-5807,primary,"406933372",,primary,64.927512782205795
"5695",Sujawal,Mirpur Bathoro,Darya Khan Soho,Babri,Allah Bux Soho,"24.6305057","68.3078012",,NRSP,,,,,5694-5695-5696-5697,primary,"406933372",,primary,1109.213444884116143
"5696",Sujawal,Mirpur Bathoro,Darya Khan Soho,Babri,Rab Dino Soho,"24.6357713","68.302803",,NRSP,,,,,5694-5695-5696-5697,secondary,"406933351",,secondary,1072.936734234762753
"5697",Sujawal,Mirpur Bathoro,Darya Khan Soho,Babri,Saleh Muhammad Jat,"24.6224862","68.3147818",,NRSP,,,,"16831",5687-5694-5695-5696-5697-5807,primary,"406933372",,primary,152.848813235515564
"5698",Sujawal,Mirpur Bathoro,Darya Khan Soho,Loonia,Muhammad Ramzan Rind,"24.6181697","68.3638228",,NRSP,,,,"16830",5689-5691-5698-5699,primary,"75765948",,primary,1219.735179182698857
"5699",Sujawal,Mirpur Bathoro,Darya Khan Soho,Loonia,Ismail Rind,"24.6290138","68.3538748",,NRSP,,,,,5691-5698-5699-5700,primary,"75765948",,primary,185.199903941345127
"5700",Sujawal,Mirpur Bathoro,Darya Khan Soho,Loonia,Ibrahim Rind,"24.6232544","68.3384751",,NRSP,,,,"16856",5691-5699-5700,primary,"75765948",,primary,262.554385887409694
"5701",Sujawal,Shahbandar,Ladiun,Dhamria,Village Natho Khaskheli,"24.3411203","68.0477907",,NRSP,,,,"16901",5670-5701-5702-5703-5704-5705-5725-5726-5878,secondary,"406824587",,secondary,74.359000287522832
"5702",Sujawal,Shahbandar,Ladiun,Ladiun,Village Muhammad Yousif Chandio,"24.3302109","68.0573618",,NRSP,,,,,5670-5693-5701-5702-5703-5704-5705-5874,secondary,"406824587",,secondary,162.635718587255894
"5703",Sujawal,Shahbandar,Ladiun,Ladiun,Village Punhoon Khan Almani,"24.3291129","68.0620162",,NRSP,,,,"9401",5670-5693-5701-5702-5703-5704-5874,secondary,"406824587",,secondary,475.053155317831624
"5704",Sujawal,Shahbandar,Ladiun,Ladiun,Village Karam Khan Almani,"24.3305025","68.0612735",,NRSP,,,,,5670-5693-5701-5702-5703-5704-5874,secondary,"406824587",,secondary,503.441896858176506
"5705",Sujawal,Shahbandar,Ladiun,Damria,Village Achar Patel Khaskheli,"24.3405753","68.042507",,NRSP,,,,"16915",5670-5701-5702-5705-5725-5726-5878,secondary,"406824587",,secondary,397.812789981214053
"5706",Sujawal,Shahbandar,Chach Jahan Khan,Desra,Village Allah Dino/ILYAS Laghari,"24.2748908","68.0945237",,NRSP,,,,16903-16939,5706-5707-5724-5875,secondary,"406567326",,secondary,518.145793147326799
"5707",Sujawal,Shahbandar,Chach Jahan Khan,Desra,Village Kirireh Walasyo,"24.2731746","68.0935715",,NRSP,,,,16903-16939,5706-5707-5724-5875,secondary,"406567326",,secondary,387.362451733404157
"5708",Sujawal,Sujawal,Jar,Jhalo,Haji sadique soomro,"24.6844819","68.1802527",,NRSP,,,,,"5708",tertiary,"406944868",,tertiary,116.795763707208309
"5709",Sujawal,Sujawal,Ghotaro,Wangrio,Jumon Dadhryo,"24.6689432","68.1275932",,NRSP,,,,"14174",5709-5873,secondary,"406944864",,secondary,929.049192212753383
"5710",Sujawal,Sujawal,Ghotaro,Ghotaro,Ibrahim Tararro,"24.6077141","68.1007726",,NRSP,,,,14175-15558-18315,5710-5711,secondary,"680208655",,secondary,846.140716319928060
"5711",Sujawal,Sujawal,Ghotaro,Ghotaro,Juman sindhi,"24.6055986","68.1018131",,NRSP,,,,14175-15558-18315,5710-5711,secondary,"680208655",,secondary,926.857217032457697
"5712",Sujawal,Jati,Begna,Bhangar jagir,Natho Samejo,"24.4263142","68.2608438",,NRSP,,,,,5673-5712-5713,secondary,"75583224",,secondary,279.286792546874040
"5713",Sujawal,Jati,Begna,Bhangar Jagir,Umar jat,"24.4258762","68.2606634",,NRSP,,,,,5673-5712-5713,secondary,"75583224",,secondary,271.757164578727213
"5714",Sujawal,Jati,Shahkapoor,Gooh gadho,Ahmad ali nizamani,"24.6047365","68.2613537",,NRSP,,,,,5686-5714-5782,service,"406930405",,service,1187.901965738340778
"5715",Sujawal,Jati,Begna,Dandho,Esa jat,"24.4405292","68.2216393",,NRSP,,,,"18242",5679-5680-5681-5682-5715,secondary,"680192389",,secondary,1641.644405071449910
"5716",Sujawal,Jati,Karmalik,Karmalik,Haji laloo thahimoor,"24.2594827","68.3484439",,NRSP,,,,"18238",5716-5717-5718-5719-5720-5721,secondary,"406471174",,secondary,11838.060884624041137
"5717",Sujawal,Jati,Karmalik,Karmalik,Basriyo thahimoor,"24.2595108","68.3487299",,NRSP,,,,"18238",5716-5717-5718-5719-5720-5721,secondary,"406471174",,secondary,11858.066086427557821
"5718",Sujawal,Jati,Karmalik,Karmalik,Shafi muhammad dhandhal,"24.2662243","68.342248",,NRSP,,,,"18238",5716-5717-5718-5719-5720-5721,secondary,"406471174",,secondary,10875.634557263496390
"5719",Sujawal,Jati,Karmalik,Karmalik,Usman dhandhal,"24.2671548","68.3393546",,NRSP,,,,"18238",5716-5717-5718-5719-5720-5721,secondary,"406471174",,secondary,10584.723650208639810
"5720",Sujawal,Jati,Karmalik,Karmalik,Ali muhammad rucho,"24.2668102","68.3493212",,NRSP,,,,"18238",5716-5717-5718-5719-5720-5721-5722,secondary,"406471174",,secondary,11396.558771346601134
"5721",Sujawal,Jati,Karmalik,Karmalik,Allah rakhyo rucho,"24.2666559","68.349354",,NRSP,,,,"18238",5716-5717-5718-5719-5720-5721-5722,secondary,"406471174",,secondary,11409.566409143757483
"5722",Sujawal,Jati,Karmalik,Karmalik,Ameen Khaskhali,"24.2725193","68.3623872",,NRSP,,,,"13339",5720-5721-5722-5753,secondary,"406471174",,secondary,12138.922242869462934
"5723",Sujawal,Jati,Begna,Minki,Qasim patel,"24.5052101","68.2795669",,NRSP,,,,,5651-5672-5723,secondary,"75583224",,secondary,520.013710896062094
"5724",Sujawal,Shahbandar,Chach Jahan Khan,Desra,Village Umer Khan Laghari,"24.2778017","68.0898917",,NRSP,,,,16903-16939,5706-5707-5724-5875,secondary,"406567326",,secondary,117.402923182125534
"5725",Sujawal,Shahbandar,Ladiun,Kachomarho,Village Shahyaqeeq Colony Bus Stop,"24.3474291","68.0326152",,NRSP,,,,,5701-5705-5725-5726-5869-5870-5871-5872-5878,secondary,"406824587",,secondary,777.334816094667190
"5726",Sujawal,Shahbandar,Ladiun,Damria,Village Haji Ishaq Khokhar,"24.3329614","68.0332961",,NRSP,,,,16915-19790,5670-5701-5705-5725-5726,secondary,"406824587",,secondary,1647.806212910512613
"5727",Sujawal,Mir Pur Bathoro,Bachal Gugo,Dachari,Haji Khan Jakharo,"24.8258817","68.1616385",,NRSP,,,,16838-19391,5727-5728-5729-5730-5731-5917,tertiary,"75460751",,tertiary,2876.180557080267135
"5728",Sujawal,Mir Pur Bathoro,Bachal Gugo,Dachari,Arib janwari,"24.818908","68.157782",,NRSP,,,,16838-19709,5727-5728-5729-5730-5917,tertiary,"407521826",,tertiary,3008.819815418063172
"5729",Sujawal,Mir Pur Bathoro,Bachal Gugo,Dachari,Lakha Dino Palari,"24.8277224","68.1698211",,NRSP,,,,16838-18699,5727-5728-5729-5730-5731-5744-5917-5918,tertiary,"75460751",,tertiary,2078.840851884115636
"5730",Sujawal,Mir Pur Bathoro,Bachal Gugo,Dachari,Aloo Noonari,"24.8305033","68.1595217",,NRSP,,,,16838-19391,5727-5728-5729-5730-5731,tertiary,"75460751",,tertiary,3115.953537874830545
"5731",Sujawal,Mir Pur Bathoro,Bachal Gugo,Dachari,Jaro Kandaro,"24.8338685","68.175529",,NRSP,,,,18699-19649-19725,5727-5729-5730-5731-5744-5918,tertiary,"75460751",,tertiary,1537.312563747226477
"5732",Sujawal,Jati,Begna,Mullan,Ismail abbasi,"24.4640202","68.2718137",,NRSP,,,,,5732-5787,secondary,"75583224",,secondary,83.275614686905456
"5733",Sujawal,Jati,Shahkapoor,Bargha,Abdullah Mallah,"24.5228088","68.2580825",,NRSP,,,,,5671-5733-5734-5735-5754-5756-5795-5796,secondary,"75583224",,secondary,1843.650954817766888
"5734",Sujawal,Jati,Shahkapoor,Pat makra,Sher muhammad jat,"24.5237548","68.2662737",,NRSP,,,,,5651-5671-5733-5734-5735-5754-5756-5795,secondary,"75583224",,secondary,1041.731462209713072
"5735",Sujawal,Jati,Shahkapoor,Pak makra,Soomar jat,"24.5223885","68.2681546",,NRSP,,,,,5651-5671-5733-5734-5735-5754-5756-5795,secondary,"75583224",,secondary,829.225082202438898
"5736",Sujawal,Mir pur Bathoro,Ali Akbar Shah,Khadija Dini,Haji Peerano Lund,"24.7588966","68.27005",,NRSP,,,,15516-19140-19745,5736-5737-5739-5740-5741,secondary,"75460757",,secondary,169.292226041019546
"5737",Sujawal,Mir pur Bathoro,Ali Akbar Shah,Khadi Dini,Village Ramzan Khan Rind,"24.7712611","68.2699851",,NRSP,,,,,5736-5737-5739-5864,secondary,"75460757",,secondary,945.854665879390382
"5738",Sujawal,Mir pur Bathoro,Ali Akbar Shah,Khadi Dini,Village Pir Ahmed Shah Talon Makan,"24.7634902","68.2908937",,NRSP,,,,,5738-5739,secondary,"75460757",,secondary,1285.293893766415295
"5739",Sujawal,Mir pur Bathoro,Ali Akbar Shah,Khadi Dini,Village Sulaiman Khaskheli,"24.7674554","68.2828499",,NRSP,,,,,5736-5737-5738-5739,secondary,"75460757",,secondary,366.188304986690639
"5740",Sujawal,Mir pur Bathoro,Ali Akbar Shah,Khadi Dini,Village Natho Jogi,"24.7506413","68.2659375",,NRSP,,,,14753-16854-19140,5736-5740-5741,secondary,"75460757",,secondary,24.586005775474121
"5741",Sujawal,Mir pur Bathoro,Ali Akbar Shah,Khadi Dini,Village Siddique Mallah,"24.7444931","68.2720211",,NRSP,,,,14753-16854,5586-5736-5740-5741-5845,secondary,"75460757",,secondary,860.508852660111984
"5742",Sujawal,Jati,Gul Muhammad Baran,Bhehera,Village Gul Muhammad Baran,"24.4676528","68.3805631",,NRSP,,,,"19382",5742-5743,tertiary,"715596918",,tertiary,1415.509100196869440
"5743",Sujawal,Jati,Village Gul Muhammad Baran,Bhehera,Village Nana Aarab Baran,"24.4696405","68.3659519",,NRSP,,,,12205-13782,5742-5743-5819,tertiary,"715596918",,tertiary,139.219331548536019
"5744",Sujawal,Mir pur Bathoro,Bachal Gugo,Dachari,Village Muhammad Khan Samo,"24.8196781","68.1837387",,NRSP,,,,19156-19579-19648-19748,5618-5619-5729-5731-5744-5863-5917-5918,tertiary,"75460751",,tertiary,541.269986133141174
"5745",Sujawal,Jati,Karmalik,Gath,Haji Jumoo Dandhal,"24.2404483","68.381263",,NRSP,,,,"18239",5745-5746-5747-5748-5749-5750-5751-5752,secondary,"406471174",,secondary,15748.847268513727613
"5746",Sujawal,Jati,Karmalik,Gath,Ishaque Dandhal,"24.2375897","68.3802871",,NRSP,,,,"18239",5745-5746-5747-5748-5749-5750-5752,secondary,"406471174",,secondary,15871.948100978715956
"5747",Sujawal,Jati,Karmalik,Chan belo,Mastar siddque Thamoor,"24.2459779","68.3761097",,NRSP,,,,18239-19636,5745-5746-5747-5748-5749-5750-5751-5752,secondary,"406471174",,secondary,14958.742038739206691
"5748",Sujawal,Jati,Karmalik,Chanbelo,Chachar Dandhal,"24.2452055","68.3773342",,NRSP,,,,"18239",5745-5746-5747-5748-5749-5750-5751-5752,secondary,"406471174",,secondary,15109.354045074624082
"5749",Sujawal,Jati,Karmalik,Gath,Ishaque Thahmoor,"24.2468367","68.3808117",,NRSP,,,,15502-18239,5745-5746-5747-5748-5749-5750-5751-5752,secondary,"406471174",,secondary,15280.636850336806674
"5750",Sujawal,Jati,Karmalik,Gath,Achar Thahmoor,"24.2509819","68.3858927",,NRSP,,,,"15502",5745-5746-5747-5748-5749-5750-5751-5752,secondary,"406471174",,secondary,15435.370366815730449
"5751",Sujawal,Jati,Karmalik,Gath,Amen khaskhli,"24.2534806","68.3894341",,NRSP,,,,,5745-5747-5748-5749-5750-5751-5752,secondary,"406471174",,secondary,15583.633817442399959
"5752",Sujawal,Jati,Karmalik,ChanBelo,Mind khan pathan,"24.2541926","68.3765914",,NRSP,,,,15502-19636,5745-5746-5747-5748-5749-5750-5751-5752-5753,secondary,"406471174",,secondary,14456.241853169794922
"5753",Sujawal,Jati,Karmalik,Gath,Ismail sameejo,"24.2672563","68.3712797",,NRSP,,,,"15501",5722-5752-5753,secondary,"406471174",,secondary,13212.861422349795248
"5754",Sujawal,Jati,Shahkapoor,Bargha,Arb Mallah,"24.5302653","68.2528015",,NRSP,,,,,5671-5733-5734-5735-5754-5756-5757-5795-5796,secondary,"75583224",,secondary,2505.085417112080449
"5755",Sujawal,Mir pur Bathoro,Jhok Sharif,Jhok,Village Raimal Kolhi,"24.8201202","68.3054983",,NRSP,,,,"19719",5625-5755,unclassified,"715980623",,unclassified,741.779609865723955
"5756",Sujawal,Jati,Shahkapoor,Bargha,Achar Machi,"24.5270875","68.2564379",,NRSP,,,,,5671-5733-5734-5735-5754-5756-5795-5796,secondary,"75583224",,secondary,2084.674848588084842
"5757",Sujawal,Jati,Shahkapoor,Pat makra,A char Mallah Holani,"24.5448484","68.2610072",,NRSP,,,,,5671-5754-5757-5799,secondary,"75583224",,secondary,1954.508158913883562
